Date,Close
2021-07-22,283.8224182128906
2021-07-23,287.3238525390625
2021-07-26,286.7088317871094
2021-07-27,284.21917724609375
2021-07-28,283.9017639160156
2021-07-29,284.1795349121094
2021-07-30,282.6023864746094
2021-08-02,282.5131530761719
2021-08-03,284.79449462890625
2021-08-04,284.189453125
2021-08-05,287.175048828125
2021-08-06,287.1155700683594
2021-08-09,285.99468994140625
2021-08-10,284.1199951171875
2021-08-11,284.62591552734375
2021-08-12,287.46270751953125
2021-08-13,290.47808837890625
2021-08-16,292.21392822265625
2021-08-17,290.7062072753906
2021-08-18,288.9273376464844
2021-08-19,294.9298400878906
2021-08-20,302.4727783203125
2021-08-23,302.7610168457031
2021-08-24,300.7436218261719
2021-08-25,300.13739013671875
2021-08-26,297.2355041503906
2021-08-27,297.861572265625
2021-08-30,301.70758056640625
2021-08-31,300.0082092285156
2021-09-01,299.95849609375
2021-09-02,299.28271484375
2021-09-03,299.2727966308594
2021-09-07,298.3187255859375
2021-09-08,298.3485107421875
2021-09-09,295.40692138671875
2021-09-10,293.8764343261719
2021-09-13,295.14849853515625
2021-09-14,297.93115234375
2021-09-15,302.9299621582031
2021-09-16,303.3274841308594
2021-09-17,298.0106201171875
2021-09-20,292.47515869140625
2021-09-21,292.9720764160156
2021-09-22,296.7286071777344
2021-09-23,297.70257568359375
2021-09-24,297.4938659667969
2021-09-27,292.34600830078125
2021-09-28,281.76202392578125
2021-09-29,282.23907470703125
2021-09-30,280.1719665527344
2021-10-01,287.30743408203125
2021-10-04,281.35455322265625
2021-10-05,286.96954345703125
2021-10-06,291.29254150390625
2021-10-07,293.02178955078125
2021-10-08,293.02178955078125
2021-10-11,292.4056396484375
2021-10-12,291.0639953613281
2021-10-13,294.47271728515625
2021-10-14,300.872802734375
2021-10-15,302.3237609863281
2021-10-18,305.3846435546875
2021-10-19,306.3188171386719
2021-10-20,305.50390625
2021-10-21,308.8331604003906
2021-10-22,307.2430725097656
2021-10-25,306.21942138671875
2021-10-26,308.1871337890625
2021-10-27,321.16619873046875
2021-10-28,322.3388671875
2021-10-29,329.5638122558594
2021-11-01,327.3277282714844
2021-11-02,331.064453125
2021-11-03,331.92901611328125
2021-11-04,334.3539123535156
2021-11-05,333.97625732421875
2021-11-08,334.9004821777344
2021-11-09,333.866943359375
2021-11-10,328.7488708496094
2021-11-11,330.3687744140625
2021-11-12,334.6321716308594
2021-11-15,333.9862060546875
2021-11-16,337.4048767089844
2021-11-17,337.6338806152344
2021-11-18,339.7744445800781
2021-11-19,341.6063537597656
2021-11-22,338.3407287597656
2021-11-23,336.2001647949219
2021-11-24,336.4291687011719
2021-11-26,328.2351989746094
2021-11-29,335.15478515625
2021-11-30,329.1412353515625
2021-12-01,328.6334533691406
2021-12-02,328.0460510253906
2021-12-03,321.5944519042969
2021-12-06,324.7605285644531
2021-12-07,333.4522705078125
2021-12-08,333.5020751953125
2021-12-09,331.6402587890625
2021-12-10,341.03887939453125
2021-12-13,337.9126281738281
2021-12-14,326.9010925292969
2021-12-15,333.1834411621094
2021-12-16,323.4761657714844
2021-12-17,322.3809814453125
2021-12-20,318.5080261230469
2021-12-21,325.855712890625
2021-12-22,331.73980712890625
2021-12-23,333.2232666015625
2021-12-27,340.94927978515625
2021-12-28,339.7545166015625
2021-12-29,340.45147705078125
2021-12-30,337.8329772949219
2021-12-31,334.84613037109375
2022-01-03,333.2829895019531
2022-01-04,327.56817626953125
2022-01-05,314.9935302734375
2022-01-06,312.50445556640625
2022-01-07,312.66375732421875
2022-01-10,312.89276123046875
2022-01-11,313.59967041015625
2022-01-12,316.8752136230469
2022-01-13,303.4642639160156
2022-01-14,308.8406066894531
2022-01-18,301.32366943359375
2022-01-19,302.0007019042969
2022-01-20,300.2782897949219
2022-01-21,294.7326965332031
2022-01-24,295.0711975097656
2022-01-25,287.2257385253906
2022-01-26,295.40972900390625
2022-01-27,298.5259704589844
2022-01-28,306.9090881347656
2022-01-31,309.6171875
2022-02-01,307.40692138671875
2022-02-02,312.0863037109375
2022-02-03,299.9298095703125
2022-02-04,304.5992736816406
2022-02-07,299.6311340332031
2022-02-08,303.2253112792969
2022-02-09,309.8461608886719
2022-02-10,301.05487060546875
2022-02-11,293.7470397949219
2022-02-14,293.70721435546875
2022-02-15,299.1532287597656
2022-02-16,298.8040466308594
2022-02-17,290.054443359375
2022-02-18,287.26092529296875
2022-02-22,287.0514221191406
2022-02-23,279.6187438964844
2022-02-24,293.90545654296875
2022-02-25,296.619140625
2022-02-28,298.095703125
2022-03-01,294.2646484375
2022-03-02,299.4924621582031
2022-03-03,295.2323913574219
2022-03-04,289.1864318847656
2022-03-07,278.26190185546875
2022-03-08,275.2090148925781
2022-03-09,287.8296203613281
2022-03-10,284.9263610839844
2022-03-11,279.4192199707031
2022-03-14,275.7976379394531
2022-03-15,286.4827575683594
2022-03-16,293.7059326171875
2022-03-17,294.53399658203125
2022-03-18,299.73187255859375
2022-03-21,298.46484375
2022-03-22,303.35345458984375
2022-03-23,298.7940673828125
2022-03-24,303.39337158203125
2022-03-25,302.9743347167969
2022-03-28,309.9780578613281
2022-03-29,314.6770935058594
2022-03-30,313.13067626953125
2022-03-31,307.59356689453125
2022-04-01,308.7010192871094
2022-04-04,314.23809814453125
2022-04-05,310.1576232910156
2022-04-06,298.8040466308594
2022-04-07,300.6697082519531
2022-04-08,296.2799377441406
2022-04-11,284.59716796875
2022-04-12,281.4045715332031
2022-04-13,286.95166015625
2022-04-14,279.17974853515625
2022-04-18,279.8681335449219
2022-04-19,284.6370544433594
2022-04-20,285.694580078125
2022-04-21,280.157470703125
2022-04-22,273.39324951171875
2022-04-25,280.06768798828125
2022-04-26,269.59210205078125
2022-04-27,282.5618896484375
2022-04-28,288.9570007324219
2022-04-29,276.8751220703125
2022-05-02,283.8089904785156
2022-05-03,281.125244140625
2022-05-04,289.3061828613281
2022-05-05,276.7055358886719
2022-05-06,274.09161376953125
2022-05-09,263.9651794433594
2022-05-10,268.873779296875
2022-05-11,259.9445495605469
2022-05-12,254.75665283203125
2022-05-13,260.51324462890625
2022-05-16,260.8923645019531
2022-05-17,266.20001220703125
2022-05-18,254.0800018310547
2022-05-19,253.13999938964844
2022-05-20,252.55999755859375
2022-05-23,260.6499938964844
2022-05-24,259.6199951171875
2022-05-25,262.5199890136719
2022-05-26,265.8999938964844
2022-05-27,273.239990234375
2022-05-31,271.8699951171875
2022-06-01,272.4200134277344
2022-06-02,274.5799865722656
2022-06-03,270.0199890136719
2022-06-06,268.75
2022-06-07,272.5
2022-06-08,270.4100036621094
2022-06-09,264.7900085449219
2022-06-10,252.99000549316406
2022-06-13,242.25999450683594
2022-06-14,244.49000549316406
2022-06-15,251.75999450683594
2022-06-16,244.97000122070312
2022-06-17,247.64999389648438
2022-06-21,253.74000549316406
2022-06-22,253.1300048828125
2022-06-23,258.8599853515625
2022-06-24,267.70001220703125
2022-06-27,264.8900146484375
2022-06-28,256.4800109863281
2022-06-29,260.260009765625
2022-06-30,256.8299865722656
2022-07-01,259.5799865722656
2022-07-05,262.8500061035156
2022-07-06,266.2099914550781
2022-07-07,268.3999938964844
2022-07-08,267.6600036621094
2022-07-11,264.510009765625
2022-07-12,253.6699981689453
2022-07-13,252.72000122070312
2022-07-14,254.0800018310547
2022-07-15,256.7200012207031
2022-07-18,254.25
2022-07-19,259.5299987792969
2022-07-20,262.2699890136719
2022-07-21,264.8399963378906
2022-07-22,260.3599853515625
